AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-1.0918,-1.8544,-1.1465,-5.2742,-4.9847,0.0285,-0.4614,0.3865,0.7725,-3.5133,0.3257,1.6233,-6.23,-0.6936
1.5913,-2.7195,1.9176,0.1743,-4.2877,-0.0009,-0.6325,0.6388,0.7204,-1.2261,0.3191,3.2109,-5.0776,0.6794
4.4771,0.4755,3.7104,3.6992,-1.3432,-0.0175,-0.2614,1.0581,0.6705,3.9774,1.1016,3.0142,3.2264,2.9525
1.89,4.5612,2.1205,2.6581,2.6845,0.0023,-0.0498,0.3013,0.0661,7.4687,2.1728,1.0509,6.814,1.9585
-4.5652,3.0049,-1.4206,1.1002,3.5242,0.0185,-0.054,-0.7611,-0.6643,1.4857,0.4719,-1.3458,0.3922,-2.1764
-5.8276,-2.2717,-2.9439,0.6413,1.2727,0.0009,0.2364,-0.6752,-0.7247,-8.1041,-2.4736,-1.8456,-6.6451,-3.7882
1.3519,-3.1376,-0.3218,-1.0921,1.33,-0.0228,0.4797,-0.2792,-0.4244,-4.9686,-1.0205,0.5848,-4.48,0.0173
8.5354,1.9063,3.8412,-3.311,5.0695,-0.0175,-0.0382,-0.9821,-0.5237,12.2262,4.9472,3.4745,3.8623,4.6316
7.3232,5.9821,4.9644,-2.5417,7.0853,0.0066,-0.7374,-1.8412,-0.7846,23.5551,8.3572,3.5255,8.0815,4.5392
0.6837,4.6949,2.2956,1.0375,3.7612,0.017,-0.51,-1.0516,-0.4205,15.6783,5.1254,1.0228,5.2882,0.9264
-2.7864,1.7386,-0.2686,3.9787,-1.5411,0.0094,0.3158,0.8482,0.4981,1.996,0.0697,-1.126,2.8374,-1.0558
-0.9756,2.3426,0.1102,3.8875,-2.9494,0.0085,0.651,1.5623,0.9878,2.1625,0.0323,-1.1529,4.8643,0.0143
1.0248,4.6875,1.4692,0.744,1.0587,0.0207,0.4543,0.2662,0.3666,11.5172,4.2754,0.7492,4.0595,0.9113
-0.7891,1.7421,0.4446,-3.006,5.1072,0.0175,0.1916,-1.4995,-0.8573,8.8385,5.1545,2.5523,-5.3946,-0.8317
-5.0323,-6.9452,-2.9716,-4.0482,2.6753,-0.0103,-0.2588,-1.9819,-1.4272,-9.0418,-1.0651,1.0239,-14.3473,-3.8555
-7.4434,-11.2071,-5.5027,-2.2683,-4.1409,-0.0236,-0.7461,-0.9473,-0.7264,-20.8875,-7.637,-3.4013,-10.5607,-4.9125
-4.8535,-3.8922,-3.9136,-0.5563,-6.0463,0.003,-0.5084,0.6642,0.5184,-12.1934,-5.7443,-4.1696,1.3252,-2.2405
1.9128,7.5508,1.7273,0.0331,-0.3139,0.0348,0.2172,1.6471,1.1442,6.2668,3.0529,2.4312,6.3349,2.5057
7.2825,10.7627,6.7802,0.5281,5.0487,0.0326,0.1543,1.1316,0.7738,17.0911,9.0366,9.1111,2.139,5.2388
5.9946,4.7545,6.1927,0.7175,4.3157,0.0087,-0.6836,-0.5634,-0.0897,17.5463,7.7281,7.0091,-0.0325,3.6476
1.0832,-0.4617,1.8656,0.7096,1.9201,-0.0064,-0.7673,-1.7448,-0.6975,15.2657,4.0295,-0.4122,4.4626,0.5129
1.3087,2.2176,1.2163,2.579,3.0654,-0.0076,0.2945,-1.165,-0.5952,15.1204,3.3049,-2.7855,8.2138,0.4667
7.0298,8.1829,5.2401,5.083,5.0062,-0.0016,1.0849,0.2587,0.0514,16.5816,5.1149,1.2451,6.6746,3.278
7.2293,6.8711,5.2542,2.3257,2.7807,0.0076,0.7551,0.6803,0.5264,14.9582,5.8696,3.6805,3.6162,3.7602
-3.2489,-4.1178,-3.045,-6.0752,-2.3413,0.0108,0.0461,-0.2476,0.2287,3.2372,2.7193,0.5381,-0.4799,-0.8363
-13.5676,-13.4864,-10.7568,-10.875,-4.9848,0.0065,-0.2777,-1.2725,-0.5927,-16.8063,-3.7737,-3.5797,-9.8997,-6.7097
-12.2963,-9.6594,-8.6468,-6.2983,-2.9687,0.013,-0.3289,-1.4157,-1.0521,-27.6565,-8.1812,-4.0266,-19.2955,-8.2466
-3.6609,2.4833,-0.9996,0.9981,1.102,0.0312,-0.3682,-1.0432,-0.8297,-15.9761,-5.6942,-2.2577,-15.4183,-4.7723
0.5001,7.1983,1.9098,2.7006,3.7444,0.0275,-0.4065,-1.031,-0.6244,4.1867,0.0962,-1.7297,0.0784,-0.8163
-2.2756,0.0963,-1.2451,-0.3097,3.544,-0.0066,-0.4844,-1.3474,-0.8725,8.1485,1.6488,-2.1101,8.4274,-0.0908
-4.3772,-6.3033,-3.4858,-3.0393,1.1968,-0.0235,-0.5769,-1.0348,-0.8176,-3.1635,-0.8734,-0.7353,2.0289,-1.0365
-0.1993,-1.807,-0.5357,-3.2787,-1.325,0.0049,-0.4473,0.3117,0.2361,-6.0259,-0.5985,2.5102,-4.2151,0.3241
6.9779,7.4032,4.8999,-0.7189,-1.8163,0.0339,-0.0659,1.6714,1.4789,9.002,4.4979,5.1924,1.9698,4.2538
9.727,9.4218,7.5712,2.9242,0.5134,0.0176,0.2179,1.6814,1.5148,25.2488,9.2716,5.9623,12.0517,6.7422
6.3437,4.1869,6.0073,4.082,4.3121,-0.0184,0.229,0.3988,0.3613,28.1261,10.2798,5.6688,13.4911,5.5987
3.0231,2.5803,4.3547,3.1178,7.5864,-0.0214,0.1843,-0.7054,-0.5766,25.0915,9.9809,5.5859,8.9422,3.5892
3.7554,8.8159,5.7781,3.7683,9.0682,0.0124,0.1965,-0.8839,-0.5765,27.0338,10.6278,5.398,6.3141,3.0324
4.1745,12.5243,6.3942,4.2678,7.7906,0.041,0.1242,-1.1573,-0.4698,26.1944,9.3777,3.1868,2.789,1.6611
0.6308,4.51,1.9117,-0.1605,3.7302,0.0307,-0.0404,-2.1466,-0.9443,11.4626,3.6726,-1.0755,-5.8136,-1.9174
-3.3452,-7.6608,-3.9385,-5.9735,-0.4591,-0.007,-0.126,-2.5015,-1.3024,-6.7682,-2.4013,-3.7658,-11.007,-4.1318
-5.0344,-10.8116,-5.5727,-5.6285,-1.6121,-0.0301,-0.096,-1.2835,-0.8641,-10.8366,-3.4395,-2.7779,-4.7792,-2.8818
-6.5199,-6.0158,-4.331,-1.1981,-0.455,-0.0199,-0.0681,0.0461,-0.2402,-3.9504,-0.8993,-0.8429,3.6972,-1.5257
-7.1143,-3.5331,-3.5933,-0.6794,0,-0.0017,-0.0862,-0.0032,-0.1547,-0.4118,0.7474,-0.0653,2.1887,-1.997
-2.8009,-3.6455,-2.0706,-4.0325,0.0981,0.0027,-0.0892,-0.7221,-0.3534,-1.3623,1.0354,0.9422,-4.9753,-1.4336
4.8965,1.2864,1.6625,-4.4469,2.2063,0.0067,-0.0681,-0.8567,-0.4167,-1.4041,0.66,1.9495,-6.7932,1.2075
8.604,8.7836,4.3002,-0.3947,4.2489,0.0178,-0.0651,-0.3287,-0.3122,-2.7961,-1.4731,0.6663,-2.989,2.6484
4.7334,8.0263,2.6414,2.8847,1.8473,0.0166,0.015,0.4693,0.0625,-6.2739,-3.7056,-1.5329,0.1898,1.2088
-1.7524,-0.0268,-0.7552,2.2101,-2.903,0.0031,0.2902,1.1981,0.6758,-4.3254,-1.7589,-0.723,0.7426,-0.6169
-3.3726,-2.4612,-0.8287,0.2258,-3.2647,0.0052,0.4823,1.3047,0.9825,5.8692,3.91,2.9228,0.7909,-0.2329
0.5955,3.3904,2.5915,0.2553,1.1043,0.0207,0.1746,0.5578,0.6315,16.6105,7.9066,5.1952,2.5895,1.7811
3.8213,6.4044,4.6627,1.3672,3.9122,0.0185,-0.3338,-0.4153,0.0518,20.9816,7.9339,4.1439,5.7394,2.9422
2.7178,2.7073,3.2609,0.5253,2.8617,0.0039,-0.344,-0.7863,-0.1351,20.3259,7.2428,2.7323,6.5422,2.362
0.5504,0.317,1.7389,-2.0716,1.6461,0.0091,-0.065,-0.5563,0.0926,19.7814,8.6318,4.125,3.4367,1.5973
0.056,1.4491,2.286,-2.8471,2.3111,0.0223,-0.3236,-0.6574,0.0918,20.8333,9.9884,6.0596,0.6536,1.4615
0.3734,0.4912,2.807,-0.1568,3.4886,0.0044,-0.9236,-1.5854,-0.6052,19.1072,7.4332,3.7757,1.9732,1.0121
1.8482,-1.1689,2.138,2.9771,4.5672,-0.0308,-0.8465,-2.1966,-1.3648,11.4565,1.7165,-1.4606,5.6587,0.7117
4.3978,2.0377,1.5772,2.5401,5.3558,-0.0308,-0.0607,-1.2739,-1.1476,2.6342,-1.7169,-3.1867,7.2889,1.7263
3.3761,5.2451,0.3745,-1.8967,3.7266,0.0087,0.4206,0.0886,-0.2283,-3.0703,-0.9856,-0.4576,2.2584,1.6574
-3.4642,-0.4483,-3.7166,-7.4938,-1.4303,0.037,0.2117,-0.0603,0.0851,-11.8157,-1.7076,0.1494,-10.4754,-2.5246
-9.647,-10.7123,-8.9262,-10.7769,-6.6453,0.0241,-0.0138,-1.0463,-0.3891,-27.8816,-7.6787,-4.0347,-21.6282,-7.5233
-8.375,-12.2138,-9.5691,-8.452,-7.011,-0.0056,0.295,-0.3164,-0.3597,-36.3803,-12.0185,-6.1618,-17.5665,-6.6752
-0.9359,-0.9399,-2.5028,0.2658,-1.7566,-0.015,0.7769,2.2125,0.7436,-16.8724,-5.2585,-0.2064,1.7163,0.6719
7.6107,13.5411,8.459,9.6531,5.5097,0.0019,0.6308,3.277,1.6071,25.2203,9.9701,8.9699,20.216,8.3196
12.7695,18.8308,14.7633,11.1677,10.2607,0.0195,-0.2728,0.7693,0.8364,56.762,20.1899,11.4955,23.8569,10.3048
9.5472,10.6774,10.5353,3.8482,9.2946,0.018,-1.0087,-2.9325,-0.9002,51.9517,17.0777,5.1688,13.1111,5.3954
-1.9137,-2.5869,-0.3748,-3.943,2.9968,0.0105,-0.8006,-3.9032,-1.6243,20.5696,6.1154,-2.7498,-0.8682,-2.4442
-10.3846,-7.7515,-6.7256,-4.6843,-3.119,0.0141,-0.1258,-1.6971,-0.7233,-5.433,-1.7368,-4.7651,-7.6254,-6.3529
-6.2046,-3.1823,-3.1825,0.0007,-3.7652,0.0125,0.2183,0.6588,0.384,-9.8152,-2.5469,-0.8292,-6.8723,-3.4722
2.3771,-0.9139,1.63,1.77,-1.4858,-0.0107,0.3683,1.0429,0.4754,-6.5296,-1.3682,2.4477,-5.9615,0.6162
0.1174,-7.8117,-2.9894,-4.4864,-2.8555,-0.0281,0.7405,0.3094,0.0373,-13.675,-3.57,-0.4268,-7.3472,-0.7548
-10.7737,-15.2632,-12.8294,-12.9982,-7.2805,-0.0136,1.0386,-0.0279,-0.0386,-25.5041,-7.2801,-6.4427,-6.6834,-5.4896
-12.891,-12.4603,-13.1592,-12.3306,-7.1399,0.0058,0.7664,0.0427,0.1011,-21.778,-6.2997,-7.0044,-3.1231,-5.9004
-0.058,0.0647,0.1275,-0.1577,0.1987,0.0011,-0.0072,-0.0524,0.0013,1.7522,0.7847,0.382,0.2784,0.1015
3.8982,2.6349,2.8819,2.6423,-0.4383,-0.0074,0.1186,1.1936,0.7916,9.1341,2.9077,2.1806,8.4617,3.3869
11.9733,10.4214,12.5095,18.0232,1.9934,-0.027,0.1088,1.5233,0.9109,25.0091,5.0999,3.2425,12.2713,5.8967
9.7305,5.9309,9.8496,15.6163,2.6626,-0.0385,0.1215,-0.4078,-0.1809,23.4622,3.4262,-1.0365,9.0614,3.1992
0.816,-4.9396,-0.8806,-0.3579,0.1248,-0.0307,0.1302,-1.8539,-0.8604,9.5039,0.8546,-4.7554,5.0425,-0.5659
-3.8776,-7.7823,-6.3159,-10.0294,-3.8569,-0.0039,0.1158,-0.4151,0.1315,-1.5015,0.172,-2.7927,4.6546,-0.6526
-1.8492,-1.4351,-2.9627,-4.8053,-4.9719,0.0196,0.1099,1.1018,0.9516,-6.4366,-1.4755,-0.7585,0.3095,-0.2866
-0.1868,1.8555,0.4782,3.7265,-2.6582,0.0151,0.1319,0.1008,0.0614,-11.6723,-5.6068,-3.3717,-9.4792,-2.9248
-2.816,-3.5305,-1.6523,4.5184,-1.7061,-0.0154,0.1442,-0.8792,-0.8252,-17.2026,-8.3984,-5.8762,-11.1613,-4.8232
-4.2667,-8.6463,-4.1208,1.7696,-4.1187,-0.0441,0.1173,0.8505,0.0863,-16.3517,-6.9404,-3.3781,1.2341,-1.6835
0.5308,-5.1845,-0.8963,2.5653,-4.4849,-0.0483,0.0858,2.925,1.37,-6.8793,-2.5219,1.9545,12.3563,3.7219
6.2488,1.7829,4.3063,3.5283,0.8133,-0.029,0.0915,2.0006,0.9304,5.2799,2.6363,5.6944,8.4245,5.5183
4.9279,3.1338,3.9431,-1.1112,5.4898,-0.0018,0.1173,-0.4422,-0.3087,12.5875,6.6237,6.0094,-0.4684,3.1486
0.2093,0.7772,-0.2307,-6.4588,3.1784,0.0155,0.1238,-0.5615,-0.0655,14.8657,7.9472,4.1882,3.6619,1.9496
2.5869,3.9928,1.2626,-2.2856,-0.9309,0.012,0.1159,1.8197,1.4828,20.0102,7.9868,3.7719,18.8947,5.4605
11.4211,12.8238,9.7897,9.9582,0.3253,-0.0028,0.119,3.6056,2.3878,31.429,9.6592,6.4824,28.1922,10.2991
14.4558,15.4063,14.2103,15.8612,2.7689,-0.0093,0.1221,3.1497,2.0435,37.605,11.3722,8.3202,23.7464,10.4605
6.8761,5.6546,7.5431,8.4493,0.3453,-0.0089,0.1033,1.2446,1.037,24.371,7.6575,4.4706,10.8059,4.7628
-1.6254,-5.3882,-1.6654,-0.8735,-2.2259,-0.015,0.0811,-0.6849,-0.2656,-1.7308,-1.1566,-2.1146,-3.0788,-1.751
-2.5137,-4.6573,-2.9825,-1.1198,0.5034,-0.0161,0.0805,-1.2965,-1.104,-15.8875,-6.3032,-3.9675,-9.7292,-3.5433
0.2503,3.5318,0.1893,0.9848,3.7779,0.0071,0.0837,-0.5419,-0.7184,-7.5197,-2.8335,-1.0239,-4.4416,-1.0119
-0.1272,5.1559,-0.7256,-3.4205,2.2102,0.0309,0.0696,-0.1522,0.0082,4.2905,2.0102,-0.2917,3.9591,0.6132
-2.3817,-1.9802,-4.0228,-6.7642,-1.9072,0.0153,0.0585,-0.5739,-0.0094,-0.2815,-0.1772,-3.2492,2.9677,-0.9299
-2.4438,-7.6711,-3.3258,-0.6469,-5.1453,-0.0244,0.0719,0.0346,0.0215,-13.5175,-5.9879,-4.0589,-4.0818,-2.3915
-1.3873,-6.3785,-0.6391,5.0049,-6.5549,-0.0317,0.0936,1.7195,0.8035,-16.7926,-6.6613,-0.7379,-5.5302,-1.3492
-1.4531,-2.2598,-1.2033,-0.5849,-4.9508,0.0007,0.105,2.1516,1.2785,-8.4293,-1.5601,2.3539,-0.151,0.6912
0.2688,1.2062,-1.8627,-7.6342,-1.0596,0.0206,0.1091,1.3836,1.0349,3.4232,3.8045,3.5453,7.5955,3.144
7.2803,5.48,3.3649,-3.2103,1.7815,0.0023,0.1022,1.6803,1.2026,17.7016,7.7565,5.8921,16.6864,7.4807
14.6551,9.2464,10.3097,5.2561,2.8982,-0.0212,0.0741,2.4095,1.6308,30.338,10.8115,8.9483,21.6934,11.2064
12.5611,6.7603,9.1734,4.8319,3.8189,-0.0232,0.045,1.0346,0.7754,26.4945,9.2397,7.0782,14.0267,8.4024
1.613,-0.5711,1.1418,0.7646,3.4498,-0.0156,0.0496,-1.367,-0.9092,5.0334,1.2225,-0.4954,-1.059,-0.0844
-4.9689,-1.8275,-2.0314,4.4212,0.8931,-0.0058,0.0776,-1.5095,-1.1781,-8.6019,-5.2277,-5.8139,-7.2487,-5.1274
-1.002,5.6994,2.7639,10.4039,-0.5162,0.0143,0.0827,0.0739,0.0264,2.7372,-2.1061,-3.7726,-0.6138,-2.4576
3.1331,9.4524,5.1205,6.4382,1.7216,0.03,0.0533,0.0741,0.4022,19.8921,5.4591,0.3661,6.3708,1.329
-0.9329,1.8187,-0.4126,-4.1305,4.2282,0.0168,0.0272,-1.5277,-0.6387,16.9047,6.843,0.7487,4.7035,0.3774
-6.4215,-8.1394,-6.2025,-8.7851,2.2559,-0.0126,0.0287,-1.771,-1.1645,-2.4687,1.0761,-0.871,-1.8312,-2.3506
-6.2002,-11.3633,-6.4809,-5.9719,-3.9113,-0.0252,0.038,-0.0869,-0.2466,-18.9437,-5.3259,-1.6387,-7.2059,-3.049
-4.881,-10.3726,-5.2705,-2.7488,-9.667,-0.0147,0.0342,1.4251,0.8499,-27.1786,-9.1423,-2.4681,-10.8782,-3.4273
-6.754,-8.6592,-5.5422,-1.0383,-10.9585,0.0004,0.0284,1.9846,1.1666,-30.9958,-10.5506,-2.901,-12.7731,-4.5802
-5.8048,-4.0338,-3.7447,1.0409,-6.8786,0.0041,0.0381,2.3617,1.0969,-26.1265,-8.2073,-0.3207,-8.4143,-2.8348
2.7719,3.8345,1.6376,1.9528,0.4919,-0.005,0.0564,2.3336,0.942,-6.6205,-1.2814,3.8768,5.3246,3.5536
11.2294,9.567,5.6758,-0.127,6.611,-0.0123,0.0638,1.1656,0.5034,18.5476,6.5723,4.9726,20.8117,9.1719
9.5374,8.6003,4.6495,-2.0319,7.0142,-0.0041,0.0537,-0.3036,0.0307,30.4643,9.9844,2.5627,23.5794,7.9553
1.782,4.1704,2.635,0.9868,2.758,0.0107,0.0346,-0.5317,0.0652,24.373,8.3004,1.5072,10.6507,2.2839
0.7845,4.0187,5.3155,7.6777,0.4971,0.0142,0.0124,0.2149,0.3974,16.5572,6.1438,3.9692,-2.7575,-0.0732
7.513,8.2644,9.6225,10.4574,2.9775,0.0062,-0.0126,0.2234,0.2948,18.9307,6.2189,5.3042,-2.5347,2.513
9.4524,7.7212,7.4015,5.3299,4.5461,-0.0033,-0.0328,-0.8471,-0.2883,20.4905,5.2473,1.2087,5.9695,3.8034
1.3131,-0.8094,-1.0664,-2.1498,1.0777,-0.0093,-0.0357,-1.5426,-0.6943,7.5763,0.4131,-4.6782,7.1173,0.1881
-7.5368,-8.5102,-7.1606,-5.7349,-3.2805,-0.0054,-0.0251,-1.1806,-0.6454,-12.5265,-4.8898,-5.7956,-3.994,-4.5653
-9.9579,-9.7126,-7.8459,-7.001,-4.6078,0.0109,-0.0177,-0.6954,-0.4739,-25.2465,-6.9699,-2.9373,-17.6875,-6.7516
-10.1647,-9.809,-8.344,-8.8032,-5.1773,0.0207,-0.0148,-0.6992,-0.4546,-30.5385,-8.0985,-2.5557,-22.8253,-7.4725
-11.046,-11.6377,-9.8194,-7.7788,-6.0368,0.0031,-0.0062,-0.5689,-0.4954,-32.3728,-10.2634,-5.3868,-16.6076,-7.3746
-7.4986,-8.1035,-6.4334,-0.9283,-3.4716,-0.0234,0.001,0.2582,-0.3132,-23.2097,-8.8245,-4.7433,-3.8684,-3.974
0.9058,2.968,1.9249,6.0682,2.6754,-0.0199,-0.0107,1.1927,0.1437,-0.9421,-0.8616,1.6393,6.9946,2.0392
4.8721,9.8147,5.7652,5.1671,6.2248,0.0073,-0.0355,1.1622,0.3892,15.2741,6.3368,6.2385,9.9616,4.9089
0.8343,4.7172,1.0851,-1.5181,4.2234,0.0134,-0.0487,0.2121,0.0526,10.6271,5.142,3.4231,7.4424,2.5849
-1.6933,-0.9008,-2.4965,-3.3546,1.6737,-0.004,-0.0448,-0.37,-0.3383,0.3061,0.1821,-1.1644,5.7868,0.3815
3.6687,5.0774,2.7965,3.255,3.0516,-0.0011,-0.045,-0.1049,-0.201,5.0133,0.4925,-0.2774,4.7618,1.7677
9.1181,13.6654,9.5307,9.0871,5.4337,0.0253,-0.0643,-0.1322,0.0113,17.4618,4.7786,3.046,0.6063,3.0298
6.4052,9.967,7.5675,6.352,3.9515,0.029,-0.0899,-0.9439,-0.2296,17.9701,5.3366,2.0187,-3.3302,1.0532
-0.1807,-1.7869,0.1115,-0.2431,-0.7545,0.0008,-0.1009,-1.3175,-0.4177,6.9936,1.3743,-2.2165,-1.5765,-1.3978
-3.3731,-7.9952,-4.1104,-3.5958,-4.3736,-0.0173,-0.0911,-0.7704,-0.1355,-1.5797,-1.7489,-4.3231,1.8761,-1.8943
-4.5687,-8.4459,-5.198,-5.4693,-4.6983,-0.0104,-0.071,-0.5991,-0.065,-5.5716,-2.2848,-3.7537,-0.4968,-2.3643
-7.7176,-10.8695,-7.5742,-9.0888,-2.6626,-0.0079,-0.0577,-1.2916,-0.7109,-12.9258,-3.0663,-2.7655,-7.6458,-4.1713
-10.8782,-13.9481,-9.6305,-10.0885,-0.6743,-0.0204,-0.063,-1.4511,-1.2877,-24.0711,-5.5488,-1.5797,-13.6374,-5.6378
-9.9108,-11.303,-7.1193,-4.0099,-1.2383,-0.0231,-0.0838,-0.1673,-0.8006,-29.2879,-7.6185,0.0967,-15.6812,-5.2754
-4.3406,-3.8831,-1.1416,4.0015,-3.7836,-0.0079,-0.1067,1.4644,0.4452,-21.1333,-6.3729,1.4789,-12.1506,-2.8776
2.4153,2.2422,3.0606,5.2265,-3.4595,0.0033,-0.1187,1.6279,0.9987,-4.3379,-1.9262,1.7251,-2.4714,0.8373
5.6483,4.4303,2.8327,0.1521,2.1684,-0.0013,-0.1155,-0.0432,0.0663,8.8511,2.1386,0.4016,7.9122,3.3815
3.9398,3.9755,0.8545,-2.2889,7.3117,-0.0104,-0.1122,-1.6758,-1.1569,12.1691,3.0169,-1.5296,11.5071,2.8308
1.3544,2.6919,0.8077,1.1551,5.3024,-0.0102,-0.1315,-1.32,-0.9811,8.3306,1.4682,-1.7813,7.1657,0.9222
1.6488,2.1125,2.1579,3.4142,-0.8773,0.0038,-0.1638,0.2471,0.2303,1.2391,-0.4703,-0.0687,-0.6988,0.1747
2.3983,2.4306,1.891,0.1154,-3.1506,0.0232,-0.1755,0.6949,0.695,-4.7138,-1.3243,1.1663,-6.8774,-0.0267
-0.8003,1.0479,-0.4616,-3.2868,-0.7318,0.0287,-0.1696,-0.4414,-0.0196,-3.1583,0.0019,0.5523,-7.9504,-1.4971
-6.4146,-3.4417,-2.7323,-2.3602,0.6172,0.014,-0.1841,-1.6564,-0.7601,4.962,2.5581,-0.9027,-5.238,-3.7496
-8.0944,-6.2865,-3.1096,-0.3928,-0.6707,0.0007,-0.2117,-1.8371,-0.7852,8.924,3.1749,-1.9181,-3.0748,-4.4496
-3.9436,-2.817,-1.622,-0.2263,-0.8357,0.0044,-0.1643,-1.0821,-0.4204,3.7404,0.8825,-1.9418,-2.1246,-2.6146
-0.1433,1.3531,-0.6776,-0.6227,0.8793,0.0065,0.0207,-0.3047,-0.2765,-4.216,-1.8976,-1.6024,-1.1813,-0.6633
-2.6967,-3.3536,-3.3617,-2.3622,0.6265,-0.0102,0.1871,-0.629,-0.6924,-12.546,-4.4686,-2.7728,-4.6059,-2.2073
-9.5016,-14.4885,-8.9592,-6.7983,-3.2727,-0.0262,0.0373,-1.899,-1.388,-26.7038,-9.0278,-5.9855,-16.0622,-7.1831
-13.7678,-19.2675,-12.3669,-9.3421,-7.2692,-0.0189,-0.3621,-2.2459,-1.5238,-42.5401,-14.5946,-8.5307,-25.9832,-10.8055
-11.3405,-12.0047,-9.7947,-5.5504,-6.8224,-0.002,-0.4731,-0.6131,-0.7153,-43.0108,-15.0933,-6.9465,-20.4835,-8.4989
-2.6044,0.3306,-2.5694,-0.175,-1.4407,0.0038,-0.1033,1.4603,0.3699,-20.7916,-6.8504,-0.5463,-2.6108,-0.7973
8.1906,9.0267,5.2337,0.9482,4.6806,0.0019,0.1927,2.0992,0.9447,9.2683,5.0933,7.3339,11.2223,7.2081
14.4994,11.5608,10.1609,1.6547,7.2056,-0.0025,0.0111,1.4096,0.8719,27.2521,11.5599,10.8495,14.1357,10.4364
12.83,9.6612,10.588,6.5048,6.3843,-0.0133,-0.3276,0.2048,0.23,28.0782,9.3446,6.9783,11.654,7.7544
6.3938,5.7736,7.1595,9.4649,5.0576,-0.0186,-0.461,-1.2623,-0.7287,20.1224,4.0173,0.1242,6.9355,2.3758
0.3403,1.3364,2.1398,3.7507,3.4898,-0.0028,-0.4332,-2.3017,-1.2169,12.0033,2.0068,-2.6366,-0.22,-1.5464
-4.5396,-4.021,-2.7551,-5.3746,0.1814,0.0169,-0.3871,-2.2075,-0.8933,4.5139,2.316,-1.379,-6.7129,-3.3796
-10.1218,-10.5347,-7.2621,-8.6664,-4.0753,0.0148,-0.4964,-1.9956,-0.7345,-7.4112,-1.2119,-2.9674,-11.4317,-6.1407
-15.2125,-15.3776,-10.7293,-6.0096,-6.6921,0.0009,-0.8474,-2.8705,-1.4838,-24.3586,-9.7444,-9.5336,-17.5395,-10.8348
-15.915,-14.9746,-11.4347,-3.2388,-6.0926,-0.0042,-0.9468,-3.5539,-2.1941,-36.4306,-15.9573,-13.8229,-22.4195,-13.227
-12.2088,-10.9201,-9.7801,-3.2878,-2.9553,-0.0078,-0.2196,-2.2188,-1.7899,-36.6506,-14.3816,-10.1586,-19.4151,-10.0849
-9.3741,-8.8714,-9.0711,-5.4202,-0.6144,-0.018,0.7382,0.1021,-0.8161,-34.3169,-10.2579,-3.6578,-12.4198,-5.4141
-9.3392,-9.3751,-9.3254,-6.6724,-2.0283,-0.0177,0.6783,1.1635,-0.2029,-36.5187,-9.916,-1.3599,-10.8046,-4.1111
-6.3553,-5.9893,-5.2207,-3.398,-4.2094,0.0006,-0.3297,0.9825,0.223,-27.4331,-8.1007,-0.4764,-10.3635,-3.2241
2.3786,3.0463,3.9318,2.8024,-0.9476,0.0126,-0.8894,0.6946,0.6229,4.6934,2.1358,4.3261,-0.6011,1.8156
9.0743,9.0008,9.2456,4.6489,6.3797,0.0024,-0.4198,-0.0157,0.2851,34.2206,12.7318,8.2379,12.0233,6.7719
6.5285,4.986,4.83,0.0648,8.3331,-0.0117,0.1434,-1.449,-0.7704,28.7948,10.3637,3.6753,11.5186,4.701
-1.271,-4.0578,-3.0308,-4.046,1.3344,-0.0119,0.0523,-2.1615,-1.2075,-0.5571,-1.5651,-5.0384,-0.845,-2.0766
-6.4854,-9.1309,-6.0016,-3.1853,-6.1506,-0.0054,-0.1868,-1.1874,-0.4774,-16.1404,-7.3649,-7.2851,-8.6747,-5.6385
-6.0946,-6.7088,-3.6388,-0.6262,-5.8102,-0.0007,0.0622,0.2946,0.4019,-6.4199,-2.137,-2.0123,-4.7417,-3.4338
-0.7133,0.6465,0.6123,0.7406,-0.3783,0.0046,0.4091,0.8912,0.6171,8.0818,4.113,2.7487,3.0522,0.9563
5.1579,5.6802,3.6493,1.4462,2.5891,0.0065,0.0776,0.3138,0.2187,8.8838,3.077,2.1944,4.482,3.0052
4.3653,2.5364,2.7519,1.0937,1.5981,0.0004,-0.842,-1.155,-0.6428,-2.3714,-2.4995,-1.1166,-3.1537,0.4971
-2.4556,-4.1221,-0.779,-0.0969,0.4496,-0.005,-1.3574,-2.308,-1.4144,-12.0803,-5.4477,-2.4768,-12.453,-3.8219
-5.6542,-4.9171,-1.9065,0.3975,1.0034,-0.0046,-0.7411,-1.5822,-1.1633,-10.5765,-3.2354,-0.4258,-12.6802,-4.3881
-2.0072,-0.4923,-0.065,1.9463,2.0621,-0.006,0.4527,0.1723,-0.2347,-1.9701,0.5774,1.8421,-4.2443,-1.0128
1.0049,1.3135,0.4773,0.9903,2.7996,-0.0083,0.8334,0.1354,-0.1692,3.3302,1.7153,0.6384,1.1546,0.6024
-0.1082,-0.4823,-0.7182,-1.4875,3.1441,-0.0039,-0.0638,-1.9026,-1.1246,3.3517,0.1557,-2.8536,-0.7241,-1.2426
-0.6983,-0.7293,-0.6529,-1.5947,2.5023,0.0029,-1.0246,-2.8851,-1.5237,1.876,-1.6397,-4.5742,-2.0452,-2.2509
